614	510	350	3265	10	34	200	62	25	0
1038	304	443	4405	7	156	200	55	14	0
1437	45	73	725	6	37	200	19	4	0
2615	211	230	211	7	0	200	27	11	0
3148	7346	7244	11438	8	97	199	117	4	0
5593	898	1024	2897	8	56	199	66	9	0
9375	53	131	566	9	11	200	63	1	0
10336	754	4103	6181	6	0	200	52	12	0
10455	140	222	1192	9	15	200	14	38	0
10698	140	1329	17457	8	63	200	57	11	0
11718	254	3639	8245	11	31	200	82	2	0
12527	108	92	815	12	49	192	13	15	0
13602	145	395	7468	6	28	200	64	3	0
15313	189	1665	3180	9	20	200	46	3	0
16683	70	322	4458	8	75	200	64	5	0
17363	277	868	4693	10	128	200	32	44	0
21833	87	94	269	8	18	200	9	4	0
25723	242	722	16787	7	139	200	10	5	0
32613	182	490	8384	15	51	200	9	3	0
46183	71	174	300	13	110	200	8	8	0
47203	259	485	4605	3	25	200	19	2	0
50263	130	150	3498	4	117	200	15	17	0
56733	672	780	6795	8	0	197	25	22	0
60663	2855	5413	21166	12	158	194	8	35	0
63093	133	160	549	7	11	200	37	9	0
157763	262	325	2701	6	0	200	11	15	0
198623	152	249	2871	8	69	200	33	5	0
304713	235	385	50356	6	85	200	19	2	0
451373	315	198	4694	9	84	200	1	5	0
627303	234	1845	5411	7	70	200	32	4	0
638323	191	1014	11653	6	35	200	41	5	0
639393	127	151	3116	6	76	200	30	14	0
642373	250	289	4238	7	75	200	53	9	0
647073	350	488	2458	9	149	200	72	15	0
653843	58	202	3876	4	26	196	22	2	0
659203	13	43	640	7	0	200	33	0	0
660183	41	66	808	8	0	200	30	2	0
665333	165	396	5245	13	28	200	55	4	0
666633	279	450	1900	6	73	200	52	1	0
674433	35067	35122	24670	12	105	200	175	577	0
678323	1001	885	8324	7	67	200	11	53	0
680873	321	506	5837	9	101	200	42	18	0
702363	37	10	679	7	7	200	184	3	0
708623	101	128	2636	7	41	200	82	0	0
709433	346	297	4619	5	28	200	18	7	0
713093	75	64	1709	8	35	200	46	1	0
716013	148	107	1821	12	27	200	8	18	0
720043	172	188	2995	14	24	200	73	2	0
727053	310	616	9006	9	159	200	58	15	0
735513	76	221	1369	4	22	200	38	4	0
738693	1	4721	20970	7	90	200	199	0	0
746493	0	0	121	9	0	121	104	0	0
750963	60	56	192	3	0	186	46	6	0
751443	106	1277	1058	3	24	193	50	6	0
755113	309	3663	12927	9	120	199	64	408	0
756206	29	9	38	11	0	38	3	1	0
758371	222	257	4051	15	147	200	69	3	0
761223	425	598	2936	13	46	200	147	7	0
761483	1347	1706	26073	9	65	198	6	56	0
766658	388	263	9326	8	0	193	21	25	0
771528	152	231	7373	6	47	200	49	8	0
780308	168	1004	14697	6	11	199	42	16	0
781786	481	955	7358	14	133	200	34	2	0
782482	252	3438	10974	3	24	200	4	12	0
784998	270	1544	17168	8	154	200	16	10	0
790949	360	258	1922	7	33	199	85	26	0
794785	9	78	164	4	37	164	154	0	0
803835	128	255	1657	5	40	200	199	0	0
805817	2248	2632	6427	9	139	200	124	7	0
805922	207	187	2071	12	7	199	17	2	0
808664	17	32	172	4	0	172	159	4	0
808851	725	732	2283	6	117	200	107	17	0
810719	269	444	8353	13	154	200	51	2	0
812035	392	615	4812	12	70	200	17	6	0
813512	1975	3364	1537	7	141	200	62	28	0
813669	143	623	5101	8	158	200	113	4	0
813798	615	890	6110	5	146	200	41	22	0
816986	61	101	1475	6	41	200	25	1	0
818340	4915	14065	13836	9	158	198	93	94	0
820251	129	701	4168	11	45	198	40	1	0
820394	875	1596	12969	11	143	198	42	69	0
820694	1785	8103	29999	8	75	200	14	61	0
820972	357	401	2001	9	74	200	26	6	0
821340	419	380	1957	14	56	199	58	37	0
823162	1458	7211	37701	9	78	194	24	16	0
823806	153	136	916	11	28	200	89	14	0
849591	246	8626	25275	8	116	200	46	5	0
859571	533	1974	23508	14	18	200	33	8	0
864371	2057	1894	3287	7	45	200	43	73	0
913721	68	29	3162	3	0	200	14	4	0
930581	803	857	1502	6	33	200	181	12	0
934071	1396	2281	4192	9	40	200	77	94	0
978381	189	168	4122	10	128	200	10	5	0
987901	1759	1371	8718	6	152	200	80	2	0
988491	2234	3827	10665	12	115	200	13	71	0
1016461	369	479	3267	11	34	196	17	1	0
1028821	731	485	1920	13	28	200	45	1	0
1035761	456	563	6532	8	55	200	138	24	0
1039441	597	562	2910	11	79	200	136	109	0
1053341	676	1590	16015	14	75	200	41	26	0
1069651	70	186	3771	8	0	200	22	3	0
1072341	1233	1507	13900	10	34	200	2	9	0
1095931	327	553	509	6	0	200	134	10	0
1097451	374	2722	9188	5	110	200	10	10	0
1101481	572	379	1548	10	159	199	59	26	0
1114011	87	156	1626	12	53	200	10	2	0
1114231	751	1173	24898	4	21	199	14	314	0
1121591	494	446	4204	6	17	198	183	17	0
1144181	659	699	2960	6	21	195	65	11	0
1145151	1164	583	1195	9	93	200	102	112	0
1157891	406	362	1072	11	101	200	93	34	0
1330201	356	2318	1974	15	85	199	37	32	0
1357191	220	1103	2603	10	112	200	59	21	0
1387211	219	693	2995	5	0	200	109	13	0
1393571	435	364	1771	8	160	197	23	6	0
1401261	406	1323	41436	8	52	200	16	6	0
1421521	316	1041	1781	8	21	200	85	3	0
1456331	237	116	4475	15	13	200	29	33	0
1463931	37	53	721	6	12	200	12	3	0
1479681	153	859	962	7	20	200	32	5	0
1501881	28883	31756	3941	8	53	200	28	68	0
1524641	1113	1074	17011	5	95	200	48	45	0
1551941	127	133	678	8	32	200	45	5	0
1565151	749	924	12489	9	106	200	16	37	0
1580771	59	181	6114	10	92	200	40	1	0
1590921	37	391	1473	9	9	200	7	0	0
1643931	121	1002	22950	15	94	200	15	0	0
1659921	107	200	7933	11	26	200	36	14	0
1754641	138	12579	31597	15	39	200	200	1	0
1765001	879	1179	16684	6	67	200	57	24	0
1783541	274	359	4227	11	121	200	30	3	0
1784651	171	564	2664	5	0	200	27	10	0
1834241	162	209	3985	8	26	197	46	5	0
1916331	106	414	7051	10	24	200	29	1	0
1917731	22332	20503	6924	7	86	200	200	3098	0
1919751	113	94	1917	10	78	200	8	10	0
1925191	306	334	1568	7	100	200	117	8	0
1937751	642	1874	7391	10	29	200	15	10	0
2020351	791	6477	8073	6	132	184	151	8	0
2063921	314	1294	20130	8	111	199	40	21	0
2149371	37	51	1942	7	12	200	32	16	0
2162791	253	2280	28758	6	160	200	53	17	0
2192201	204	8338	3348	9	75	199	19	1	0
2204991	31	50	1013	6	27	200	32	3	0
2212031	46	77	2055	5	16	200	17	2	0
2269011	104	94	656	5	24	200	78	22	0
2276201	295	442	8721	12	140	195	27	14	0
2300251	506	1041	5421	7	42	200	59	35	0
2304641	91	89	420	11	43	200	32	4	0
2394771	229	129	2380	11	160	200	17	34	0
2400461	35	52	330	8	0	200	43	1	0
2505051	90	81	214	10	44	200	52	13	0
2558991	1114	1929	11672	12	155	200	47	11	0
2681441	467	834	12830	8	83	200	50	18	0
2711581	399	496	5744	8	36	200	22	5	0
2714811	7	131	9089	9	40	200	4	0	0
2728891	0	136	3210	3	0	200	200	0	0
2809821	1532	1568	4035	7	107	200	115	50	0
2846581	263	260	10707	5	104	200	73	41	0
2871341	76	83	2955	12	28	200	22	1	0
2889981	308	454	10846	7	0	200	57	21	0
2899671	332	527	22150	12	153	200	29	37	0
2933131	149	1123	14585	12	49	200	141	1	0
2986671	129	2005	6912	5	37	200	18	3	0
3038091	92	42	948	8	0	200	12	13	0
3053791	299	539	11934	6	131	200	20	23	0
3111701	290	685	6453	13	75	200	50	19	0
3132381	31	116	160	6	0	160	15	14	0
3242681	45	161	4862	10	0	199	57	5	0
3253691	36	48	255	10	0	200	197	2	0
3262371	285	351	1869	15	37	200	52	47	0
3279441	4581	5719	50419	7	71	200	30	187	0
3297261	508	936	19759	7	160	199	15	24	0
3362741	416	13134	8013	7	49	200	19	70	0
3366641	3776	5710	7385	4	91	200	103	70	0
3374861	206	180	1462	6	0	200	64	18	0
3397081	189	269	12532	8	100	200	22	7	0
3398061	501	849	22207	9	40	199	12	20	0
3407301	93	1577	2534	6	72	200	48	53	0
3447831	895	1074	20537	11	78	200	110	51	0
3459631	154	649	14132	10	140	200	27	1	0
3468931	157	123	4158	10	71	200	15	48	0
3488401	307	333	8947	8	39	200	55	56	0
3489451	687	782	476	12	154	200	110	32	0
3490891	296	608	18918	7	37	200	11	7	0
3491311	678	578	3950	9	0	191	92	66	0
3550071	126	110	3985	10	24	200	14	77	0
3557911	463	1355	86126	6	8	197	5	17	0
3602891	960	2604	26638	10	67	200	7	3	0
3605471	271	737	22191	12	17	200	36	0	0
3647561	47	48	387	7	53	195	91	15	0
3655401	67	52	1497	6	71	200	85	6	0
3671881	44	87	655	11	0	200	1	1	0
3720101	1371	923	1306	5	32	199	129	46	0
3763171	521	519	12021	7	9	200	7	8	0
3765871	77	1889	4596	7	21	199	20	11	0
3789291	1344	5874	30783	10	59	200	42	17	0
3817911	633	1296	102623	6	129	200	25	36	0
3828311	304	336	2216	6	32	200	31	0	0
3833041	181	370	4735	8	19	200	39	36	0
3833671	251	513	17210	8	39	200	8	20	0
3836781	661	705	4437	5	74	200	5	91	0
3841961	278	1487	48258	14	110	200	17	1	0
3846181	33	34	281	7	6	200	95	3	0
3853071	1436	1645	34044	6	35	200	7	97	0
3895231	166	502	17612	4	12	200	10	11	0
3916251	950	1003	6705	7	93	200	52	16	0
3925681	357	473	1733	13	0	200	35	17	0
3935601	654	2115	1498	10	60	200	70	68	0
3975731	212	527	12591	3	135	200	116	4	0
3989301	681	683	6707	6	0	200	17	76	0
3996841	166	281	2977	7	0	200	45	2	0
4007851	212	176	1039	8	42	200	108	1	0
4033821	183	195	9584	6	46	200	5	2	0
4053431	1523	1361	16831	6	91	200	6	163	0
4053671	1916	1279	846	13	118	200	197	360	0
4089361	41	216	554	14	22	198	171	5	0
4116961	922	964	9291	9	75	200	35	38	0
4122211	98	76	801	3	27	200	55	10	0
4122711	264	318	2519	6	0	200	15	7	0
4125691	2503	2399	26416	6	32	200	8	1	0
4128651	77	71	1909	8	63	200	7	8	0
4148811	1830	2198	8232	11	159	200	60	81	0
4183941	83	128	3282	7	18	198	33	2	0
4202781	375	4329	10867	4	7	200	44	2	0
4209621	129	202	2066	9	47	195	16	7	0
4278021	321	168	1574	5	18	200	71	137	0
4278261	935	893	50086	6	39	200	24	29	0
4285561	156	510	5855	8	61	200	13	6	0
4324361	1066	1430	4327	15	146	198	90	27	0
4395531	88	715	16706	5	23	200	49	8	0
4449901	112	927	131	7	15	131	26	34	0
4460521	147	164	11524	5	27	200	29	8	0
4472691	202	305	1098	6	60	197	42	18	0
4518221	124	69	113	3	0	113	15	2	0
4582231	80	4274	650	9	47	200	46	0	0
4591161	505	1459	4153	8	139	197	83	67	0
4666751	1979	1886	7615	6	72	200	76	14	0
4685731	733	488	3132	8	108	200	37	6	0
4734821	69	102	1761	4	0	200	39	5	0
4751011	227	982	11479	11	28	199	41	1	0
4757711	6	59	13386	10	50	200	200	25	0
4795431	392	602	4157	11	99	200	22	41	0
4824301	320	949	30260	14	96	200	6	10	0
4846681	31	59	1336	3	0	200	35	4	0
4880631	776	677	4567	15	53	200	20	27	0
4886711	304	253	10169	7	9	200	14	112	0
4954951	720	665	10463	7	74	200	25	56	0
4964701	165	122	1933	5	86	200	11	6	0
4982241	64	85	700	8	24	200	38	4	0
5023711	240	315	2131	12	132	199	10	10	0
5045711	379	283	4694	7	39	200	23	30	0
5091661	1119	3950	7559	12	159	200	54	41	0
5118831	12	18	657	10	0	200	23	0	0
5134611	8	4	646	5	12	200	14	0	0
5139931	416	876	7646	6	141	198	82	12	0
5141351	47	77	5693	7	8	200	34	47	0
5187721	929	921	58400	3	108	199	37	30	0
5191161	206	241	1207	6	34	200	21	21	0
5201111	113	153	9573	9	0	200	17	48	0
5209331	210	118	587	3	102	197	25	63	0
5227861	101	94	1719	10	159	199	9	3	0
5244591	486	858	17087	7	22	200	29	44	0
5263621	182	190	1943	6	55	200	13	22	0
5328932	68	83	2445	8	54	200	81	0	0
5349212	237	560	19601	14	158	200	123	32	0
5379892	162	132	1331	8	13	200	104	30	0
5389302	92	120	1029	14	121	199	63	2	0
5399062	46	67	813	5	11	200	23	4	0
5402962	184	221	1532	7	125	200	27	5	0
5417072	223	64	289	6	0	200	49	17	0
5425682	20	89	6468	6	9	200	33	5	0
5427932	56	126	4910	6	0	200	10	4	0
5429672	124	190	8997	3	21	200	48	2	0
5429772	1991	2140	53203	8	47	200	10	206	0
5460902	158	450	4923	7	62	199	49	9	0
5482092	112	2327	5731	5	14	200	157	9	0
5486552	546	492	4308	6	124	200	66	54	0
5487312	307	293	11106	5	16	200	1	24	0
5490362	20	34	740	8	12	200	66	23	0
5499142	797	1036	4509	12	150	168	40	85	0
5500602	289	316	26164	7	53	200	3	5	0
5509072	120	225	2679	8	70	198	23	8	0
5509342	40	57	207	7	81	200	31	1	0
5513162	115	137	5877	4	11	200	30	5	0
5513932	418	784	9183	3	39	200	17	23	0
5525392	391	770	5558	5	24	195	65	19	0
5531742	203	317	3914	10	11	200	11	13	0
5532382	315	276	6284	7	113	200	38	19	0
5536782	4	2698	36750	8	0	200	200	0	0
5545012	5816	6173	7063	10	116	176	78	985	0
5545702	610	357	2797	6	42	200	40	26	0
5550822	277	346	1554	9	36	200	28	34	0
5577562	1530	1621	13367	6	10	199	4	12	0
5578132	62	185	7595	7	31	200	6	4	0
5585092	58	267	11482	6	14	200	2	1	0
5588942	1019	839	15127	4	146	198	68	72	0
5594012	19	15	65	7	0	65	6	2	0
5610822	210	476	3656	8	91	199	29	1	0
5627462	416	418	24597	7	125	200	2	38	0
